user_id,input_text,input_tokens,output_text,output_tokens,start_time,ack_time,first_token_time,end_time,response_time,tt_ack,ttft,tpot,error_code,error_text,max_queries,max_input_tokens,max_output_tokens,load_options_concurrency,load_options_duration,plugin,plugin_options_streaming,plugin_options_model_name,extra_metadata_replicas
0,<s>[INST] ...,53,"  Sure, I'...",440,1707861001.8102114,1707861001.9862573,1707861002.0484834,1707861027.2070284,25396.816968917847,176.04589462280273,238.27195167541504,57.30875858141784,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
0,<s>[INST] ...,225,"  Ooh, tha...",59,1707861027.2072985,1707861027.419652,1707861027.4844608,1707861030.6713696,3464.071035385132,212.35346794128418,277.1623134613037,54.94670210213497,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
0,<s>[INST] ...,152,"  Sure, I'...",122,1707861030.6716096,1707861030.914607,1707861030.97919,1707861038.203395,7531.785249710083,242.997407913208,307.58047103881836,59.704171724555906,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
1,<s>[INST] ...,132,"  Sure, I'...",173,1707860916.9440267,1707860917.1472843,1707860917.3105888,1707860926.1054492,9161.422491073608,203.25756072998047,366.5621280670166,51.132909087247626,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
1,<s>[INST] ...,197,  The Ital...,639,1707860926.1056857,1707860926.3045495,1707860926.362562,1707860962.8702314,36764.54567909241,198.86374473571777,256.87623023986816,57.22205242766856,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
1,<s>[INST] ...,127,  Title: T...,751,1707860962.8706644,1707860963.0599422,1707860963.1184053,1707861005.2366872,42366.02282524109,189.27788734436035,247.7409839630127,56.1577091217041,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
1,<s>[INST] ...,203,"  Sure, I'...",194,1707861005.2371366,1707861005.4514863,1707861005.5065985,1707861015.4568284,10219.691753387451,214.34974670410156,269.46187019348145,51.55559524970969,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
1,<s>[INST] ...,149,  Oh my go...,66,1707861015.4570072,1707861015.752735,1707861015.807529,1707861019.0813,3624.2928504943848,295.7277297973633,350.5218029022217,50.36570842449482,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
1,<s>[INST] ...,206,  Thank yo...,494,1707861019.0815256,1707861019.3160439,1707861019.3810987,1707861046.3121626,27230.637073516846,234.51828956604004,299.5731830596924,54.62690444311796,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
2,<s>[INST] ...,101,  Certainl...,95,1707860916.630371,1707860916.819195,1707860916.8543565,1707860921.6069856,4976.614475250244,188.82393836975098,223.9854335784912,50.559883422039924,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
2,<s>[INST] ...,106,  As an AI...,241,1707860921.6072593,1707860921.7926283,1707860921.8480253,1707860934.3644671,12757.207870483398,185.36901473999023,240.76604843139648,52.151840925216675,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
2,<s>[INST] ...,99,  As an AI...,723,1707860934.3648736,1707860934.551127,1707860934.609451,1707860974.9813206,40616.44697189331,186.25330924987793,244.57740783691406,55.91671684772354,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
2,<s>[INST] ...,60,  Physical...,598,1707860974.9817703,1707860975.1624348,1707860975.2190037,1707861008.32973,33347.959756851196,180.6645393371582,237.23340034484863,55.46185319347797,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
2,<s>[INST] ...,91,  Hello! I...,244,1707861008.3299868,1707861008.5176132,1707861008.5773268,1707861021.1890934,12859.106540679932,187.62636184692383,247.33996391296387,51.90027397846489,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
2,<s>[INST] ...,194,"  Sure, I'...",151,1707861021.1893594,1707861021.3711898,1707861021.414596,1707861028.743283,7553.923606872559,181.83040618896484,225.2366542816162,48.85791301727295,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
2,<s>[INST] ...,93,"  No, the ...",628,1707861028.7435153,1707861028.9123468,1707861028.9712124,1707861064.6262867,35882.771492004395,168.83158683776855,227.69713401794434,56.8661473014138,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
3,<s>[INST] ...,131,  The corr...,375,1707860917.1343656,1707860917.3503313,1707860917.4044125,1707860936.5383227,19403.95712852478,215.96574783325195,270.0469493865967,51.1601876447545,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
3,<s>[INST] ...,142,"  Sure, I'...",60,1707860936.5387378,1707860936.7375047,1707860936.7935903,1707860939.8223286,3283.590793609619,198.76694679260254,254.8525333404541,51.334546784223136,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
3,<s>[INST] ...,218,  Lombardo...,465,1707860939.8225484,1707860940.0107856,1707860940.0537255,1707860964.5014322,24678.88379096985,188.23719024658203,231.17709159851074,52.68902305898995,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
3,<s>[INST] ...,62,  The sent...,276,1707860964.5018368,1707860964.664939,1707860964.7207813,1707860979.494201,14992.364168167114,163.1021499633789,218.94454956054688,53.72152588584206,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
3,<s>[INST] ...,102,  I cannot...,155,1707860979.4946237,1707860979.6640122,1707860979.7059593,1707860986.9405544,7445.93071937561,169.3885326385498,211.3356590270996,46.97789000226306,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
3,<s>[INST] ...,106,"  Sure, I'...",133,1707860986.9407713,1707860987.146284,1707860987.2056978,1707860995.2881305,8347.35918045044,205.51276206970215,264.9264335632324,61.230551112781875,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
3,<s>[INST] ...,233,  Based on...,118,1707860995.288585,1707860995.4852214,1707860995.541099,1707861001.585197,6296.612024307251,196.63643836975098,252.51412391662598,51.658956413595085,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
3,<s>[INST] ...,62,"  Ah, the ...",516,1707861001.5854225,1707861001.7490761,1707861001.810463,1707861029.0474455,27462.02301979065,163.65361213684082,225.04043579101562,52.88734482330026,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
3,<s>[INST] ...,131,"  Sure, I'...",131,1707861029.047868,1707861029.2548559,1707861029.3091865,1707861036.3088632,7260.995149612427,206.98785781860352,261.3184452056885,53.84366695697491,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
4,<s>[INST] ...,145,"  Sure, I'...",170,1707860916.8421848,1707860917.0558114,1707860917.0986514,1707860925.853264,9011.07931137085,213.62662315368652,256.4666271209717,51.80244191863833,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
4,<s>[INST] ...,74,"  Sure, I'...",431,1707860925.8534746,1707860926.0427794,1707860926.1002018,1707860947.7202713,21866.796731948853,189.30482864379883,246.72722816467285,50.27923140414926,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
4,<s>[INST] ...,249,"  Sure, I'...",301,1707860947.7206726,1707860947.9123821,1707860947.9713576,1707860963.7213187,16000.646114349365,191.7095184326172,250.6849765777588,52.499870459238686,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
4,<s>[INST] ...,61,"  Ooh, tha...",68,1707860963.7216976,1707860963.9133244,1707860963.9713888,1707860967.5311494,3809.4518184661865,191.62678718566895,249.69124794006348,53.13075478397199,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
4,<s>[INST] ...,200,  Based on...,243,1707860967.5313818,1707860967.7321937,1707860967.7925806,1707860981.477137,13945.755243301392,200.81186294555664,261.1987590789795,56.54775406703476,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
4,<s>[INST] ...,176,  Based on...,320,1707860981.4774115,1707860981.7077265,1707860981.766876,1707860998.8973844,17419.972896575928,230.3149700164795,289.46447372436523,53.70065336317104,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
4,<s>[INST] ...,162,"  Sure, I'...",319,1707860998.8977263,1707860999.1073036,1707860999.1652958,1707861016.0022566,17104.530334472656,209.5773220062256,267.56954193115234,52.946417586608504,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
4,<s>[INST] ...,102,"  Sure, I'...",223,1707861016.0027473,1707861016.1769333,1707861016.234412,1707861028.8924804,12889.733076095581,174.18599128723145,231.66465759277344,57.01832620947211,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
4,<s>[INST] ...,63,"  Oh, like...",499,1707861028.8927681,1707861029.0914063,1707861029.1504502,1707861055.5098813,26617.11311340332,198.6382007598877,257.68208503723145,52.93058439430941,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
5,<s>[INST] ...,107,"  Ooh, you...",37,1707860917.0572078,1707860917.2801719,1707860917.335615,1707860919.1393154,2082.1075439453125,222.96404838562012,278.40709686279297,50.102790196736656,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
5,<s>[INST] ...,202,  I cannot...,159,1707860919.13955,1707860919.3384218,1707860919.3937314,1707860927.50932,8369.770050048828,198.87185096740723,254.1813850402832,51.36448522157307,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
5,<s>[INST] ...,95,"  Sure, I'...",508,1707860927.5095465,1707860927.7032883,1707860927.7586107,1707860953.5497344,26040.18783569336,193.7417984008789,249.06420707702637,50.87006632863182,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
5,<s>[INST] ...,227,  Based on...,5,1707860953.5501611,1707860953.7725666,1707860953.8345635,1707860954.0025108,452.3496627807617,222.40543365478516,284.40237045288086,41.986823081970215,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
5,<s>[INST] ...,132,"  Sure, I'...",217,1707860954.0027237,1707860954.2288308,1707860954.28762,1707860966.087033,12084.309339523315,226.10712051391602,284.8963737487793,54.626911878585815,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
5,<s>[INST] ...,86,"  Sure, I'...",462,1707860966.0872772,1707860966.3042383,1707860966.3648915,1707860992.408863,26321.58589363098,216.96114540100098,277.6143550872803,56.49451526799068,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
5,<s>[INST] ...,134,"  Sure, I'...",258,1707860992.4092963,1707860992.637815,1707860992.692443,1707861005.9071555,13497.859239578247,228.51872444152832,283.14661979675293,51.41911525206807,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
5,<s>[INST] ...,208,  Based on...,86,1707861005.9075754,1707861006.1403284,1707861006.1971204,1707861010.853334,4945.758581161499,232.75303840637207,289.54505920410156,54.7789826112635,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
5,<s>[INST] ...,215,  I cannot...,485,1707861010.8535612,1707861011.052812,1707861011.1141891,1707861035.9170363,25063.475131988525,199.2509365081787,260.62798500061035,51.2455519565866,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
5,<s>[INST] ...,102,"  Sure, I'...",598,1707861035.917511,1707861036.1349542,1707861036.1957364,1707861069.2803257,33362.8146648407,217.44322776794434,278.2254219055176,55.41807243372727,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
6,<s>[INST] ...,213,"  Sure, I'...",246,1707860917.1492956,1707860917.3400576,1707860917.3950887,1707860930.1814566,13032.160997390747,190.76204299926758,245.79310417175293,52.189256707016305,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
6,<s>[INST] ...,68,"  Sure, I'...",70,1707860930.1816845,1707860930.3674407,1707860930.4218633,1707860933.852899,3671.2145805358887,185.75620651245117,240.17882347106934,49.72515589949013,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
6,<s>[INST] ...,194,"  Sure, I'...",284,1707860933.8531451,1707860934.0475686,1707860934.1111343,1707860951.0950537,17241.90855026245,194.42343711853027,257.98916816711426,60.013849406697304,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
6,<s>[INST] ...,228,  The sent...,98,1707860951.0955105,1707860951.3420584,1707860951.411886,1707860957.2316136,6136.10315322876,246.54793739318848,316.3754940032959,59.99719236314911,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
6,<s>[INST] ...,207,"  Sure, I'...",446,1707860957.2320538,1707860957.47465,1707860957.5425618,1707860982.7575269,25525.47311782837,242.59614944458008,310.50801277160645,56.662842932711825,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
6,<s>[INST] ...,53,"  Ooh, let...",147,1707860982.757944,1707860983.741218,1707860983.797503,1707860991.547571,8789.626836776733,983.273983001709,1039.5588874816895,53.08265718695235,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
6,<s>[INST] ...,71,  Sure! He...,119,1707860991.5477986,1707860991.7623887,1707860991.83358,1707860999.0617723,7513.973712921143,214.59007263183594,285.7813835144043,61.25586719836219,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
6,<s>[INST] ...,73,  Sure! I'...,771,1707860999.062003,1707860999.2729726,1707860999.3313503,1707861043.7051358,44643.13292503357,210.9696865081787,269.3474292755127,57.62829285163384,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
7,<s>[INST] ...,214,  Based on...,670,1707860917.049578,1707860917.273408,1707860917.3286166,1707860955.681055,38631.47711753845,223.829984664917,279.038667678833,57.32800964104577,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
7,<s>[INST] ...,118,"  Sure, I'...",219,1707860955.6815288,1707860955.89355,1707860955.9515388,1707860967.9394102,12257.88140296936,212.0211124420166,270.00999450683594,54.99023581863543,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
7,<s>[INST] ...,77,"  Sure, I'...",592,1707860967.939658,1707860968.1293044,1707860968.1880343,1707860998.4192593,30479.60138320923,189.64648246765137,248.37636947631836,51.15266499785602,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
7,<s>[INST] ...,160,"  Sure, I'...",90,1707860998.4196837,1707860998.6283448,1707860998.6851778,1707861003.3323338,4912.650108337402,208.66107940673828,265.49410820007324,52.2152359565992,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
7,<s>[INST] ...,98,  This is ...,171,1707861003.33256,1707861003.5072432,1707861003.5699692,1707861013.18693,9854.36987876892,174.6830940246582,237.40911483764648,56.57035743488985,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
7,<s>[INST] ...,102,"  Sure, I'...",177,1707861013.1872013,1707861013.3777983,1707861013.4427984,1707861023.6541495,10466.94827079773,190.5970573425293,255.59711456298828,58.019040660424665,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
7,<s>[INST] ...,101,  Oh my go...,93,1707861023.6543958,1707861023.8632348,1707861023.9225063,1707861028.6528122,4998.416423797607,208.83893966674805,268.1105136871338,51.41636858815732,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
7,<s>[INST] ...,204,"  Ooh, let...",11,1707861028.6530313,1707861028.8398664,1707861028.883373,1707861029.2700014,616.9700622558594,186.83505058288574,230.34167289733887,38.66283893585205,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
7,<s>[INST] ...,127,"  Sure, I'...",75,1707861029.2702296,1707861029.4456985,1707861029.4882314,1707861032.608462,3338.2325172424316,175.46892166137695,218.0018424987793,42.165279388427734,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
7,<s>[INST] ...,143,  As an AI...,348,1707861032.6086946,1707861032.85301,1707861032.9187784,1707861050.902592,18293.8973903656,244.31538581848145,310.08386611938477,51.826551943072666,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
8,<s>[INST] ...,145,  Based on...,454,1707860917.0540242,1707860917.2572367,1707860917.3013477,1707860941.1995919,24145.567655563354,203.21249961853027,247.32351303100586,52.75550583340474,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
8,<s>[INST] ...,133,"  Sure, I'...",209,1707860941.2000191,1707860941.4270594,1707860941.4860373,1707860952.3742044,11174.185276031494,227.04029083251953,286.01813316345215,52.34695741763482,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
8,<s>[INST] ...,180,  Certainl...,407,1707860952.3744369,1707860952.5793617,1707860952.6237836,1707860973.1856015,20811.164617538452,204.9248218536377,249.34673309326172,50.64487163656451,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
8,<s>[INST] ...,226,"  Sure, I'...",55,1707860973.1860247,1707860973.4057443,1707860973.4645329,1707860976.332004,3145.979404449463,219.71964836120605,278.50818634033203,53.10131885387279,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
8,<s>[INST] ...,168,  The sent...,77,1707860976.3322756,1707860976.554043,1707860976.6153314,1707860980.820995,4488.719463348389,221.76742553710938,283.05578231811523,55.33768001355623,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
8,<s>[INST] ...,163,"  Sure, I'...",493,1707860980.8212662,1707860981.0239837,1707860981.0875003,1707861006.7766566,25955.390453338623,202.71754264831543,266.2341594696045,52.213732304611824,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
8,<s>[INST] ...,82,  Based on...,67,1707861006.777107,1707861006.9694667,1707861007.027034,1707861010.4847107,3707.603693008423,192.35968589782715,249.92704391479492,52.38904013778224,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
8,<s>[INST] ...,53,"  Sure, I'...",337,1707861010.4849472,1707861010.676414,1707861010.7365243,1707861027.820837,17335.88981628418,191.4668083190918,251.57713890075684,50.846168682688756,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
8,<s>[INST] ...,116,"  No, the ...",399,1707861027.8213,1707861028.0130243,1707861028.075201,1707861050.1745844,22353.28435897827,191.72430038452148,253.90100479125977,55.52608882961561,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
9,<s>[INST] ...,54,"  ""An Even...",454,1707860916.8321784,1707860917.0071898,1707860917.0493524,1707860938.5513172,21719.138860702515,175.01139640808105,217.17405319213867,47.4657059768441,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
9,<s>[INST] ...,193,"  Sure, I'...",93,1707860938.5517495,1707860938.756468,1707860938.81183,1707860943.430209,4878.459453582764,204.71858978271484,260.08057594299316,50.19977040912794,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
9,<s>[INST] ...,55,  As an AI...,620,1707860943.4304883,1707860943.5855355,1707860943.6425807,1707860975.0546741,31624.185800552368,155.04717826843262,212.09239959716797,50.7465159950811,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
9,<s>[INST] ...,85,  Certainl...,183,1707860975.0551577,1707860975.2400966,1707860975.2973034,1707860985.5720425,10516.884803771973,184.93890762329102,242.14577674865723,56.45461003858964,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
9,<s>[INST] ...,91,"  Sure, I'...",129,1707860985.572282,1707860985.7450736,1707860985.7882977,1707860992.2770476,6704.765558242798,172.7914810180664,216.01557731628418,50.69335922598839,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
9,<s>[INST] ...,61,"  Sure, I'...",904,1707860992.2772803,1707860992.4325068,1707860992.4763527,1707861040.8917062,48614.42589759827,155.226469039917,199.07236099243164,53.616116873317644,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
10,<s>[INST] ...,71,  The ques...,17,1707860917.032359,1707860917.2562225,1707860917.3113513,1707860918.0672503,1034.8913669586182,223.8636016845703,278.9924144744873,47.24368453025818,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
10,<s>[INST] ...,61,  Certainl...,304,1707860918.0674858,1707860918.2288146,1707860918.2843382,1707860933.6202211,15552.735328674316,161.32879257202148,216.85242652893066,50.61347492457223,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
10,<s>[INST] ...,63,"  Ooh, you...",57,1707860933.6206455,1707860933.7856433,1707860933.840894,1707860936.6752717,3054.626226425171,164.99781608581543,220.24846076965332,50.613888672419954,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
10,<s>[INST] ...,147,"  No, the ...",124,1707860936.6755624,1707860936.875457,1707860936.9185424,1707860942.97324,6297.677516937256,199.89466667175293,242.9800033569336,49.225183037238395,,,1000,2048,1024,16,120,hf_tgi_plugin,True,Llama-2-13b-chat-hf,1
